"cluster","count","krate","bbrate","barrels","solids","flares","under","topped","weak"
1,253,0.236822396573123,0.0810482267509881,0.0797921320474308,0.0630255987944664,0.23840018,0.256580758426877,0.308182946715415,0.0315010560197628
2,47,0.231021955617021,0.132824400553192,0.0992038272978723,0.0726135582340426,0.235687629723404,0.260512319234043,0.283578821021277,0.0274563105744681
3,150,0.184690507526667,0.0716707650466667,0.0378053928266667,0.0446621180066667,0.254482536886667,0.220192437873333,0.37875414314,0.0311857461333333
