"x","y","xend","yend","clust","line"
136.75,1.35613067653583,136,1.35613067653583,1,0
136,1.35613067653583,136,0,1,0
136.75,1.35613067653583,137.5,1.35613067653583,1,0
137.5,1.35613067653583,137.5,1.00664045694526,1,0
137.5,1.00664045694526,137,1.00664045694526,1,0
137,1.00664045694526,137,0,1,0
137.5,1.00664045694526,138,1.00664045694526,1,0
138,1.00664045694526,138,0,1,0
137.921875,3.00202447406646,141.78125,3.00202447406646,1,0
141.78125,3.00202447406646,141.78125,2.52880022616817,1,0
141.78125,2.52880022616817,139.5,2.52880022616817,1,0
139.5,2.52880022616817,139.5,1.78698172554486,1,0
139.5,1.78698172554486,139,1.78698172554486,1,0
139,1.78698172554486,139,0,1,0
139.5,1.78698172554486,140,1.78698172554486,1,0
140,1.78698172554486,140,0,1,0
141.78125,2.52880022616817,144.0625,2.52880022616817,1,0
144.0625,2.52880022616817,144.0625,1.9323686620058,1,0
144.0625,1.9323686620058,141.875,1.9323686620058,1,0
141.875,1.9323686620058,141.875,1.28065905535169,1,0
141.875,1.28065905535169,141,1.28065905535169,1,0
141,1.28065905535169,141,0,1,0
141.875,1.28065905535169,142.75,1.28065905535169,1,0
142.75,1.28065905535169,142.75,0.971999869236015,1,0
142.75,0.971999869236015,142,0.971999869236015,1,0
142,0.971999869236015,142,0,1,0
142.75,0.971999869236015,143.5,0.971999869236015,1,0
143.5,0.971999869236015,143.5,0.597591446376256,1,0
143.5,0.597591446376256,143,0.597591446376256,1,0
143,0.597591446376256,143,0,1,0
143.5,0.597591446376256,144,0.597591446376256,1,0
144,0.597591446376256,144,0,1,0
144.0625,1.9323686620058,146.25,1.9323686620058,1,0
146.25,1.9323686620058,146.25,1.71710698708097,1,0
146.25,1.71710698708097,145,1.71710698708097,1,0
145,1.71710698708097,145,0,1,0
146.25,1.71710698708097,147.5,1.71710698708097,1,0
147.5,1.71710698708097,147.5,1.4901240506757,1,0
147.5,1.4901240506757,146.5,1.4901240506757,1,0
146.5,1.4901240506757,146.5,0.647175114779835,1,0
146.5,0.647175114779835,146,0.647175114779835,1,0
146,0.647175114779835,146,0,1,0
146.5,0.647175114779835,147,0.647175114779835,1,0
147,0.647175114779835,147,0,1,0
147.5,1.4901240506757,148.5,1.4901240506757,1,0
148.5,1.4901240506757,148.5,1.01716952206799,1,0
148.5,1.01716952206799,148,1.01716952206799,1,0
148,1.01716952206799,148,0,1,0
148.5,1.01716952206799,149,1.01716952206799,1,0
149,1.01716952206799,149,0,1,0
138.01953125,5.55592318412649,162.52734375,5.55592318412649,1,0
162.52734375,5.55592318412649,162.52734375,4.6438352065328,1,0
162.52734375,4.6438352065328,154.40625,4.6438352065328,1,0
154.40625,4.6438352065328,154.40625,3.26093269356013,1,0
154.40625,3.26093269356013,150.9375,3.26093269356013,1,0
150.9375,3.26093269356013,150.9375,2.37116503191933,1,0
150.9375,2.37116503191933,150,2.37116503191933,1,0
150,2.37116503191933,150,0,1,0
150.9375,2.37116503191933,151.875,2.37116503191933,1,0
151.875,2.37116503191933,151.875,1.94370086436439,1,0
151.875,1.94370086436439,151,1.94370086436439,1,0
151,1.94370086436439,151,0,1,0
151.875,1.94370086436439,152.75,1.94370086436439,1,0
152.75,1.94370086436439,152.75,1.81693357445511,1,0
152.75,1.81693357445511,152,1.81693357445511,1,0
152,1.81693357445511,152,0,1,0
152.75,1.81693357445511,153.5,1.81693357445511,1,0
153.5,1.81693357445511,153.5,1.67499235188944,1,0
153.5,1.67499235188944,153,1.67499235188944,1,0
153,1.67499235188944,153,0,1,0
153.5,1.67499235188944,154,1.67499235188944,1,0
154,1.67499235188944,154,0,1,0
154.40625,3.26093269356013,157.875,3.26093269356013,1,0
157.875,3.26093269356013,157.875,2.93254037754711,1,0
157.875,2.93254037754711,155.75,2.93254037754711,1,0
155.75,2.93254037754711,155.75,1.48349863750653,1,0
155.75,1.48349863750653,155,1.48349863750653,1,0
155,1.48349863750653,155,0,1,0
155.75,1.48349863750653,156.5,1.48349863750653,1,0
156.5,1.48349863750653,156.5,1.40214809614121,1,0
156.5,1.40214809614121,156,1.40214809614121,1,0
156,1.40214809614121,156,0,1,0
156.5,1.40214809614121,157,1.40214809614121,1,0
157,1.40214809614121,157,0,1,0
157.875,2.93254037754711,160,2.93254037754711,1,0
160,2.93254037754711,160,2.14262996670946,1,0
160,2.14262996670946,158.5,2.14262996670946,1,0
158.5,2.14262996670946,158.5,0.927221911871971,1,0
158.5,0.927221911871971,158,0.927221911871971,1,0
158,0.927221911871971,158,0,1,0
158.5,0.927221911871971,159,0.927221911871971,1,0
159,0.927221911871971,159,0,1,0
160,2.14262996670946,161.5,2.14262996670946,1,0
161.5,2.14262996670946,161.5,1.63271912797878,1,0
161.5,1.63271912797878,160.5,1.63271912797878,1,0
160.5,1.63271912797878,160.5,0.906573973705039,1,0
160.5,0.906573973705039,160,0.906573973705039,1,0
160,0.906573973705039,160,0,1,0
160.5,0.906573973705039,161,0.906573973705039,1,0
161,0.906573973705039,161,0,1,0
161.5,1.63271912797878,162.5,1.63271912797878,1,0
162.5,1.63271912797878,162.5,1.00401305472958,1,0
162.5,1.00401305472958,162,1.00401305472958,1,0
162,1.00401305472958,162,0,1,0
162.5,1.00401305472958,163,1.00401305472958,1,0
163,1.00401305472958,163,0,1,0
162.52734375,4.6438352065328,170.6484375,4.6438352065328,1,0
170.6484375,4.6438352065328,170.6484375,3.96025558674557,1,0
170.6484375,3.96025558674557,166.28125,3.96025558674557,1,0
166.28125,3.96025558674557,166.28125,2.76813664841508,1,0
166.28125,2.76813664841508,164.5,2.76813664841508,1,0
164.5,2.76813664841508,164.5,1.54350200233482,1,0
164.5,1.54350200233482,164,1.54350200233482,1,0
164,1.54350200233482,164,0,1,0
164.5,1.54350200233482,165,1.54350200233482,1,0
165,1.54350200233482,165,0,1,0
166.28125,2.76813664841508,168.0625,2.76813664841508,1,0
168.0625,2.76813664841508,168.0625,2.33678504514185,1,0
168.0625,2.33678504514185,166.5,2.33678504514185,1,0
166.5,2.33678504514185,166.5,0.727375737556545,1,0
166.5,0.727375737556545,166,0.727375737556545,1,0
166,0.727375737556545,166,0,1,0
166.5,0.727375737556545,167,0.727375737556545,1,0
167,0.727375737556545,167,0,1,0
168.0625,2.33678504514185,169.625,2.33678504514185,1,0
169.625,2.33678504514185,169.625,1.60788482120852,1,0
169.625,1.60788482120852,168.5,1.60788482120852,1,0
168.5,1.60788482120852,168.5,1.04953385043978,1,0
168.5,1.04953385043978,168,1.04953385043978,1,0
168,1.04953385043978,168,0,1,0
168.5,1.04953385043978,169,1.04953385043978,1,0
169,1.04953385043978,169,0,1,0
169.625,1.60788482120852,170.75,1.60788482120852,1,0
170.75,1.60788482120852,170.75,1.54817055564837,1,0
170.75,1.54817055564837,170,1.54817055564837,1,0
170,1.54817055564837,170,0,1,0
170.75,1.54817055564837,171.5,1.54817055564837,1,0
171.5,1.54817055564837,171.5,0.799582478760758,1,0
171.5,0.799582478760758,171,0.799582478760758,1,0
171,0.799582478760758,171,0,1,0
171.5,0.799582478760758,172,0.799582478760758,1,0
172,0.799582478760758,172,0,1,0
170.6484375,3.96025558674557,175.015625,3.96025558674557,1,0
175.015625,3.96025558674557,175.015625,3.44100292688415,1,0
175.015625,3.44100292688415,173.5,3.44100292688415,1,0
173.5,3.44100292688415,173.5,1.70317152110693,1,0
173.5,1.70317152110693,173,1.70317152110693,1,0
173,1.70317152110693,173,0,1,0
173.5,1.70317152110693,174,1.70317152110693,1,0
174,1.70317152110693,174,0,1,0
175.015625,3.44100292688415,176.53125,3.44100292688415,1,0
176.53125,3.44100292688415,176.53125,2.9820921899651,1,0
176.53125,2.9820921899651,175,2.9820921899651,1,0
175,2.9820921899651,175,0,1,0
176.53125,2.9820921899651,178.0625,2.9820921899651,1,0
178.0625,2.9820921899651,178.0625,2.06010978305462,1,0
178.0625,2.06010978305462,176.5,2.06010978305462,1,0
176.5,2.06010978305462,176.5,0.986982120097976,1,0
176.5,0.986982120097976,176,0.986982120097976,1,0
176,0.986982120097976,176,0,1,0
176.5,0.986982120097976,177,0.986982120097976,1,0
177,0.986982120097976,177,0,1,0
178.0625,2.06010978305462,179.625,2.06010978305462,1,0
179.625,2.06010978305462,179.625,1.70712150055838,1,0
179.625,1.70712150055838,178.5,1.70712150055838,1,0
178.5,1.70712150055838,178.5,1.11489027725834,1,0
178.5,1.11489027725834,178,1.11489027725834,1,0
178,1.11489027725834,178,0,1,0
178.5,1.11489027725834,179,1.11489027725834,1,0
179,1.11489027725834,179,0,1,0
179.625,1.70712150055838,180.75,1.70712150055838,1,0
180.75,1.70712150055838,180.75,1.18158188133921,1,0
180.75,1.18158188133921,180,1.18158188133921,1,0
180,1.18158188133921,180,0,1,0
180.75,1.18158188133921,181.5,1.18158188133921,1,0
181.5,1.18158188133921,181.5,0.721750149870338,1,0
181.5,0.721750149870338,181,0.721750149870338,1,0
181,0.721750149870338,181,0,1,0
181.5,0.721750149870338,182,0.721750149870338,1,0
182,0.721750149870338,182,0,1,0
160.038208007812,7.44963713518997,217.863525390625,7.44963713518997,1,0
217.863525390625,7.44963713518997,217.863525390625,7.33998334120523,1,0
217.863525390625,7.33998334120523,188.3046875,7.33998334120523,1,0
188.3046875,7.33998334120523,188.3046875,5.62561203872919,1,0
188.3046875,5.62561203872919,184.625,5.62561203872919,1,0
184.625,5.62561203872919,184.625,3.78338934029265,1,0
184.625,3.78338934029265,183.5,3.78338934029265,1,0
183.5,3.78338934029265,183.5,2.22675489936378,1,0
183.5,2.22675489936378,183,2.22675489936378,1,0
183,2.22675489936378,183,0,1,0
183.5,2.22675489936378,184,2.22675489936378,1,0
184,2.22675489936378,184,0,1,0
184.625,3.78338934029265,185.75,3.78338934029265,1,0
185.75,3.78338934029265,185.75,2.78587084709483,1,0
185.75,2.78587084709483,185,2.78587084709483,1,0
185,2.78587084709483,185,0,1,0
185.75,2.78587084709483,186.5,2.78587084709483,1,0
186.5,2.78587084709483,186.5,1.54521209893492,1,0
186.5,1.54521209893492,186,1.54521209893492,1,0
186,1.54521209893492,186,0,1,0
186.5,1.54521209893492,187,1.54521209893492,1,0
187,1.54521209893492,187,0,1,0
188.3046875,5.62561203872919,191.984375,5.62561203872919,1,0
191.984375,5.62561203872919,191.984375,4.97310319727032,1,0
191.984375,4.97310319727032,188.5,4.97310319727032,1,0
188.5,4.97310319727032,188.5,2.00001784156138,1,0
188.5,2.00001784156138,188,2.00001784156138,1,0
188,2.00001784156138,188,0,1,0
188.5,2.00001784156138,189,2.00001784156138,1,0
189,2.00001784156138,189,0,1,0
191.984375,4.97310319727032,195.46875,4.97310319727032,1,0
195.46875,4.97310319727032,195.46875,4.50741748936149,1,0
195.46875,4.50741748936149,191.625,4.50741748936149,1,0
191.625,4.50741748936149,191.625,2.92352688983461,1,0
191.625,2.92352688983461,190.5,2.92352688983461,1,0
190.5,2.92352688983461,190.5,2.09851695599976,1,0
190.5,2.09851695599976,190,2.09851695599976,1,0
190,2.09851695599976,190,0,1,0
190.5,2.09851695599976,191,2.09851695599976,1,0
191,2.09851695599976,191,0,1,0
191.625,2.92352688983461,192.75,2.92352688983461,1,0
192.75,2.92352688983461,192.75,2.47171353119202,1,0
192.75,2.47171353119202,192,2.47171353119202,1,0
192,2.47171353119202,192,0,1,0
192.75,2.47171353119202,193.5,2.47171353119202,1,0
193.5,2.47171353119202,193.5,1.672242381262,1,0
193.5,1.672242381262,193,1.672242381262,1,0
193,1.672242381262,193,0,1,0
193.5,1.672242381262,194,1.672242381262,1,0
194,1.672242381262,194,0,1,0
195.46875,4.50741748936149,199.3125,4.50741748936149,1,0
199.3125,4.50741748936149,199.3125,3.36879934806383,1,0
199.3125,3.36879934806383,197.125,3.36879934806383,1,0
197.125,3.36879934806383,197.125,2.26855428139686,1,0
197.125,2.26855428139686,195.75,2.26855428139686,1,0
195.75,2.26855428139686,195.75,1.53633912630085,1,0
195.75,1.53633912630085,195,1.53633912630085,1,0
195,1.53633912630085,195,0,1,0
195.75,1.53633912630085,196.5,1.53633912630085,1,0
196.5,1.53633912630085,196.5,1.28902934421517,1,0
196.5,1.28902934421517,196,1.28902934421517,1,0
196,1.28902934421517,196,0,1,0
196.5,1.28902934421517,197,1.28902934421517,1,0
197,1.28902934421517,197,0,1,0
197.125,2.26855428139686,198.5,2.26855428139686,1,0
198.5,2.26855428139686,198.5,1.62216444321974,1,0
198.5,1.62216444321974,198,1.62216444321974,1,0
198,1.62216444321974,198,0,1,0
198.5,1.62216444321974,199,1.62216444321974,1,0
199,1.62216444321974,199,0,1,0
199.3125,3.36879934806383,201.5,3.36879934806383,1,0
201.5,3.36879934806383,201.5,2.63261514526313,1,0
201.5,2.63261514526313,200.5,2.63261514526313,1,0
200.5,2.63261514526313,200.5,1.33287945191479,1,0
200.5,1.33287945191479,200,1.33287945191479,1,0
200,1.33287945191479,200,0,1,0
200.5,1.33287945191479,201,1.33287945191479,1,0
201,1.33287945191479,201,0,1,0
201.5,2.63261514526313,202.5,2.63261514526313,1,0
202.5,2.63261514526313,202.5,1.89046030135733,1,0
202.5,1.89046030135733,202,1.89046030135733,1,0
202,1.89046030135733,202,0,1,0
202.5,1.89046030135733,203,1.89046030135733,1,0
203,1.89046030135733,203,0,1,0
217.863525390625,7.33998334120523,247.42236328125,7.33998334120523,1,0
247.42236328125,7.33998334120523,247.42236328125,6.4772089268233,1,0
247.42236328125,6.4772089268233,219.068359375,6.4772089268233,1,0
219.068359375,6.4772089268233,219.068359375,4.42018001585556,1,0
219.068359375,4.42018001585556,209.51171875,4.42018001585556,1,0
209.51171875,4.42018001585556,209.51171875,3.978700867565,1,0
209.51171875,3.978700867565,205.625,3.978700867565,1,0
205.625,3.978700867565,205.625,2.79009774450775,1,0
205.625,2.79009774450775,204.5,2.79009774450775,1,0
204.5,2.79009774450775,204.5,1.49038507685515,1,0
204.5,1.49038507685515,204,1.49038507685515,1,0
204,1.49038507685515,204,0,1,0
204.5,1.49038507685515,205,1.49038507685515,1,0
205,1.49038507685515,205,0,1,0
205.625,2.79009774450775,206.75,2.79009774450775,1,0
206.75,2.79009774450775,206.75,1.90629211307674,1,0
206.75,1.90629211307674,206,1.90629211307674,1,0
206,1.90629211307674,206,0,1,0
206.75,1.90629211307674,207.5,1.90629211307674,1,0
207.5,1.90629211307674,207.5,1.60606348297688,1,0
207.5,1.60606348297688,207,1.60606348297688,1,0
207,1.60606348297688,207,0,1,0
207.5,1.60606348297688,208,1.60606348297688,1,0
208,1.60606348297688,208,0,1,0
209.51171875,3.978700867565,213.3984375,3.978700867565,1,0
213.3984375,3.978700867565,213.3984375,3.33383063236157,1,0
213.3984375,3.33383063236157,209.875,3.33383063236157,1,0
209.875,3.33383063236157,209.875,2.48151175315701,1,0
209.875,2.48151175315701,209,2.48151175315701,1,0
209,2.48151175315701,209,0,1,0
209.875,2.48151175315701,210.75,2.48151175315701,1,0
210.75,2.48151175315701,210.75,1.51022721825572,1,0
210.75,1.51022721825572,210,1.51022721825572,1,0
210,1.51022721825572,210,0,1,0
210.75,1.51022721825572,211.5,1.51022721825572,1,0
211.5,1.51022721825572,211.5,1.1375850988049,1,0
211.5,1.1375850988049,211,1.1375850988049,1,0
211,1.1375850988049,211,0,1,0
211.5,1.1375850988049,212,1.1375850988049,1,0
212,1.1375850988049,212,0,1,0
213.3984375,3.33383063236157,216.921875,3.33383063236157,1,0
216.921875,3.33383063236157,216.921875,2.6383679554987,1,0
216.921875,2.6383679554987,213.96875,2.6383679554987,1,0
213.96875,2.6383679554987,213.96875,1.78326030640903,1,0
213.96875,1.78326030640903,213,1.78326030640903,1,0
213,1.78326030640903,213,0,1,0
213.96875,1.78326030640903,214.9375,1.78326030640903,1,0
214.9375,1.78326030640903,214.9375,1.54155410749285,1,0
214.9375,1.54155410749285,214,1.54155410749285,1,0
214,1.54155410749285,214,0,1,0
214.9375,1.54155410749285,215.875,1.54155410749285,1,0
215.875,1.54155410749285,215.875,1.34742701254413,1,0
215.875,1.34742701254413,215,1.34742701254413,1,0
215,1.34742701254413,215,0,1,0
215.875,1.34742701254413,216.75,1.34742701254413,1,0
216.75,1.34742701254413,216.75,1.21660690502654,1,0
216.75,1.21660690502654,216,1.21660690502654,1,0
216,1.21660690502654,216,0,1,0
216.75,1.21660690502654,217.5,1.21660690502654,1,0
217.5,1.21660690502654,217.5,0.775472348445253,1,0
217.5,0.775472348445253,217,0.775472348445253,1,0
217,0.775472348445253,217,0,1,0
217.5,0.775472348445253,218,0.775472348445253,1,0
218,0.775472348445253,218,0,1,0
216.921875,2.6383679554987,219.875,2.6383679554987,1,0
219.875,2.6383679554987,219.875,2.0008799623572,1,0
219.875,2.0008799623572,219,2.0008799623572,1,0
219,2.0008799623572,219,0,1,0
219.875,2.0008799623572,220.75,2.0008799623572,1,0
220.75,2.0008799623572,220.75,1.47773147050396,1,0
220.75,1.47773147050396,220,1.47773147050396,1,0
220,1.47773147050396,220,0,1,0
220.75,1.47773147050396,221.5,1.47773147050396,1,0
221.5,1.47773147050396,221.5,0.924135814720022,1,0
221.5,0.924135814720022,221,0.924135814720022,1,0
221,0.924135814720022,221,0,1,0
221.5,0.924135814720022,222,0.924135814720022,1,0
222,0.924135814720022,222,0,1,0
219.068359375,4.42018001585556,228.625,4.42018001585556,1,0
228.625,4.42018001585556,228.625,4.20653757086596,1,0
228.625,4.20653757086596,224.625,4.20653757086596,1,0
224.625,4.20653757086596,224.625,3.08477101855635,1,0
224.625,3.08477101855635,223.5,3.08477101855635,1,0
223.5,3.08477101855635,223.5,1.85295730667474,1,0
223.5,1.85295730667474,223,1.85295730667474,1,0
223,1.85295730667474,223,0,1,0
223.5,1.85295730667474,224,1.85295730667474,1,0
224,1.85295730667474,224,0,1,0
224.625,3.08477101855635,225.75,3.08477101855635,1,0
225.75,3.08477101855635,225.75,1.94771124706089,1,0
225.75,1.94771124706089,225,1.94771124706089,1,0
225,1.94771124706089,225,0,1,0
225.75,1.94771124706089,226.5,1.94771124706089,1,0
226.5,1.94771124706089,226.5,0.811408902065091,1,0
226.5,0.811408902065091,226,0.811408902065091,1,0
226,0.811408902065091,226,0,1,0
226.5,0.811408902065091,227,0.811408902065091,1,0
227,0.811408902065091,227,0,1,0
228.625,4.20653757086596,232.625,4.20653757086596,1,0
232.625,4.20653757086596,232.625,3.55940012058067,1,0
232.625,3.55940012058067,230.125,3.55940012058067,1,0
230.125,3.55940012058067,230.125,2.30504742379314,1,0
230.125,2.30504742379314,228.75,2.30504742379314,1,0
228.75,2.30504742379314,228.75,1.64513563578108,1,0
228.75,1.64513563578108,228,1.64513563578108,1,0
228,1.64513563578108,228,0,1,0
228.75,1.64513563578108,229.5,1.64513563578108,1,0
229.5,1.64513563578108,229.5,1.1476940580854,1,0
229.5,1.1476940580854,229,1.1476940580854,1,0
229,1.1476940580854,229,0,1,0
229.5,1.1476940580854,230,1.1476940580854,1,0
230,1.1476940580854,230,0,1,0
230.125,2.30504742379314,231.5,2.30504742379314,1,0
231.5,2.30504742379314,231.5,1.94839763049165,1,0
231.5,1.94839763049165,231,1.94839763049165,1,0
231,1.94839763049165,231,0,1,0
231.5,1.94839763049165,232,1.94839763049165,1,0
232,1.94839763049165,232,0,1,0
232.625,3.55940012058067,235.125,3.55940012058067,1,0
235.125,3.55940012058067,235.125,3.04292134494524,1,0
235.125,3.04292134494524,233.75,3.04292134494524,1,0
233.75,3.04292134494524,233.75,1.86042259649286,1,0
233.75,1.86042259649286,233,1.86042259649286,1,0
233,1.86042259649286,233,0,1,0
233.75,1.86042259649286,234.5,1.86042259649286,1,0
234.5,1.86042259649286,234.5,1.46359056791735,1,0
234.5,1.46359056791735,234,1.46359056791735,1,0
234,1.46359056791735,234,0,1,0
234.5,1.46359056791735,235,1.46359056791735,1,0
235,1.46359056791735,235,0,1,0
235.125,3.04292134494524,236.5,3.04292134494524,1,0
236.5,3.04292134494524,236.5,2.39910543244216,1,0
236.5,2.39910543244216,236,2.39910543244216,1,0
236,2.39910543244216,236,0,1,0
236.5,2.39910543244216,237,2.39910543244216,1,0
237,2.39910543244216,237,0,1,0
247.42236328125,6.4772089268233,275.7763671875,6.4772089268233,1,0
275.7763671875,6.4772089268233,275.7763671875,4.83219061058837,1,0
275.7763671875,4.83219061058837,257.146484375,4.83219061058837,1,0
257.146484375,4.83219061058837,257.146484375,4.33024112361487,1,0
257.146484375,4.33024112361487,247.2421875,4.33024112361487,1,0
247.2421875,4.33024112361487,247.2421875,3.55212039290042,1,0
247.2421875,3.55212039290042,242.375,3.55212039290042,1,0
242.375,3.55212039290042,242.375,2.908311662366,1,0
242.375,2.908311662366,240.125,2.908311662366,1,0
240.125,2.908311662366,240.125,1.63710807789115,1,0
240.125,1.63710807789115,238.75,1.63710807789115,1,0
238.75,1.63710807789115,238.75,1.1861819907884,1,0
238.75,1.1861819907884,238,1.1861819907884,1,0
238,1.1861819907884,238,0,1,0
238.75,1.1861819907884,239.5,1.1861819907884,1,0
239.5,1.1861819907884,239.5,0.837199917981489,1,0
239.5,0.837199917981489,239,0.837199917981489,1,0
239,0.837199917981489,239,0,1,0
239.5,0.837199917981489,240,0.837199917981489,1,0
240,0.837199917981489,240,0,1,0
240.125,1.63710807789115,241.5,1.63710807789115,1,0
241.5,1.63710807789115,241.5,1.19854927318152,1,0
241.5,1.19854927318152,241,1.19854927318152,1,0
241,1.19854927318152,241,0,1,0
241.5,1.19854927318152,242,1.19854927318152,1,0
242,1.19854927318152,242,0,1,0
242.375,2.908311662366,244.625,2.908311662366,1,0
244.625,2.908311662366,244.625,2.20505621108351,1,0
244.625,2.20505621108351,243.5,2.20505621108351,1,0
243.5,2.20505621108351,243.5,1.43370970592841,1,0
243.5,1.43370970592841,243,1.43370970592841,1,0
243,1.43370970592841,243,0,1,0
243.5,1.43370970592841,244,1.43370970592841,1,0
244,1.43370970592841,244,0,1,0
244.625,2.20505621108351,245.75,2.20505621108351,1,0
245.75,2.20505621108351,245.75,1.69323834690988,1,0
245.75,1.69323834690988,245,1.69323834690988,1,0
245,1.69323834690988,245,0,1,0
245.75,1.69323834690988,246.5,1.69323834690988,1,0
246.5,1.69323834690988,246.5,1.14163580994275,1,0
246.5,1.14163580994275,246,1.14163580994275,1,0
246,1.14163580994275,246,0,1,0
246.5,1.14163580994275,247,1.14163580994275,1,0
247,1.14163580994275,247,0,1,0
247.2421875,3.55212039290042,252.109375,3.55212039290042,1,0
252.109375,3.55212039290042,252.109375,2.94105869193417,1,0
252.109375,2.94105869193417,249.5,2.94105869193417,1,0
249.5,2.94105869193417,249.5,2.08236533439429,1,0
249.5,2.08236533439429,248.5,2.08236533439429,1,0
248.5,2.08236533439429,248.5,1.14842685645265,1,0
248.5,1.14842685645265,248,1.14842685645265,1,0
248,1.14842685645265,248,0,1,0
248.5,1.14842685645265,249,1.14842685645265,1,0
249,1.14842685645265,249,0,1,0
249.5,2.08236533439429,250.5,2.08236533439429,1,0
250.5,2.08236533439429,250.5,1.16276897664394,1,0
250.5,1.16276897664394,250,1.16276897664394,1,0
250,1.16276897664394,250,0,1,0
250.5,1.16276897664394,251,1.16276897664394,1,0
251,1.16276897664394,251,0,1,0
252.109375,2.94105869193417,254.71875,2.94105869193417,1,0
254.71875,2.94105869193417,254.71875,2.40645766366596,1,0
254.71875,2.40645766366596,252.75,2.40645766366596,1,0
252.75,2.40645766366596,252.75,1.33003716768018,1,0
252.75,1.33003716768018,252,1.33003716768018,1,0
252,1.33003716768018,252,0,1,0
252.75,1.33003716768018,253.5,1.33003716768018,1,0
253.5,1.33003716768018,253.5,0.921858434954483,1,0
253.5,0.921858434954483,253,0.921858434954483,1,0
253,0.921858434954483,253,0,1,0
253.5,0.921858434954483,254,0.921858434954483,1,0
254,0.921858434954483,254,0,1,0
254.71875,2.40645766366596,256.6875,2.40645766366596,1,0
256.6875,2.40645766366596,256.6875,1.91082205004006,1,0
256.6875,1.91082205004006,255.5,1.91082205004006,1,0
255.5,1.91082205004006,255.5,0.908609422776518,1,0
255.5,0.908609422776518,255,0.908609422776518,1,0
255,0.908609422776518,255,0,1,0
255.5,0.908609422776518,256,0.908609422776518,1,0
256,0.908609422776518,256,0,1,0
256.6875,1.91082205004006,257.875,1.91082205004006,1,0
257.875,1.91082205004006,257.875,1.21015571183991,1,0
257.875,1.21015571183991,257,1.21015571183991,1,0
257,1.21015571183991,257,0,1,0
257.875,1.21015571183991,258.75,1.21015571183991,1,0
258.75,1.21015571183991,258.75,1.16057451459056,1,0
258.75,1.16057451459056,258,1.16057451459056,1,0
258,1.16057451459056,258,0,1,0
258.75,1.16057451459056,259.5,1.16057451459056,1,0
259.5,1.16057451459056,259.5,0.680047445997409,1,0
259.5,0.680047445997409,259,0.680047445997409,1,0
259,0.680047445997409,259,0,1,0
259.5,0.680047445997409,260,0.680047445997409,1,0
260,0.680047445997409,260,0,1,0
257.146484375,4.33024112361487,267.05078125,4.33024112361487,1,0
267.05078125,4.33024112361487,267.05078125,3.78641047239251,1,0
267.05078125,3.78641047239251,261.75,3.78641047239251,1,0
261.75,3.78641047239251,261.75,2.55506312969344,1,0
261.75,2.55506312969344,261,2.55506312969344,1,0
261,2.55506312969344,261,0,1,0
261.75,2.55506312969344,262.5,2.55506312969344,1,0
262.5,2.55506312969344,262.5,1.66347814655329,1,0
262.5,1.66347814655329,262,1.66347814655329,1,0
262,1.66347814655329,262,0,1,0
262.5,1.66347814655329,263,1.66347814655329,1,0
263,1.66347814655329,263,0,1,0
267.05078125,3.78641047239251,272.3515625,3.78641047239251,1,0
272.3515625,3.78641047239251,272.3515625,3.32570759454396,1,0
272.3515625,3.32570759454396,266.25,3.32570759454396,1,0
266.25,3.32570759454396,266.25,2.58616431236006,1,0
266.25,2.58616431236006,264.75,2.58616431236006,1,0
264.75,2.58616431236006,264.75,1.50862457095589,1,0
264.75,1.50862457095589,264,1.50862457095589,1,0
264,1.50862457095589,264,0,1,0
264.75,1.50862457095589,265.5,1.50862457095589,1,0
265.5,1.50862457095589,265.5,1.26846607827742,1,0
265.5,1.26846607827742,265,1.26846607827742,1,0
265,1.26846607827742,265,0,1,0
265.5,1.26846607827742,266,1.26846607827742,1,0
266,1.26846607827742,266,0,1,0
266.25,2.58616431236006,267.75,2.58616431236006,1,0
267.75,2.58616431236006,267.75,1.97498637730311,1,0
267.75,1.97498637730311,267,1.97498637730311,1,0
267,1.97498637730311,267,0,1,0
267.75,1.97498637730311,268.5,1.97498637730311,1,0
268.5,1.97498637730311,268.5,1.05088485419807,1,0
268.5,1.05088485419807,268,1.05088485419807,1,0
268,1.05088485419807,268,0,1,0
268.5,1.05088485419807,269,1.05088485419807,1,0
269,1.05088485419807,269,0,1,0
272.3515625,3.32570759454396,278.453125,3.32570759454396,1,0
278.453125,3.32570759454396,278.453125,3.20998741706222,1,0
278.453125,3.20998741706222,272.1875,3.20998741706222,1,0
272.1875,3.20998741706222,272.1875,2.43556906052144,1,0
272.1875,2.43556906052144,270.5,2.43556906052144,1,0
270.5,2.43556906052144,270.5,1.163388069675,1,0
270.5,1.163388069675,270,1.163388069675,1,0
270,1.163388069675,270,0,1,0
270.5,1.163388069675,271,1.163388069675,1,0
271,1.163388069675,271,0,1,0
272.1875,2.43556906052144,273.875,2.43556906052144,1,0
273.875,2.43556906052144,273.875,1.73455974099652,1,0
273.875,1.73455974099652,272.5,1.73455974099652,1,0
272.5,1.73455974099652,272.5,0.765147233889835,1,0
272.5,0.765147233889835,272,0.765147233889835,1,0
272,0.765147233889835,272,0,1,0
272.5,0.765147233889835,273,0.765147233889835,1,0
273,0.765147233889835,273,0,1,0
273.875,1.73455974099652,275.25,1.73455974099652,1,0
275.25,1.73455974099652,275.25,1.21018582150068,1,0
275.25,1.21018582150068,274,1.21018582150068,1,0
