"x","y","xend","yend","clust","line"
117.75,1.51540869994635,117,1.51540869994635,1,0
117,1.51540869994635,117,0,1,0
117.75,1.51540869994635,118.5,1.51540869994635,1,0
118.5,1.51540869994635,118.5,1.06653504998625,1,0
118.5,1.06653504998625,118,1.06653504998625,1,0
118,1.06653504998625,118,0,1,0
118.5,1.06653504998625,119,1.06653504998625,1,0
119,1.06653504998625,119,0,1,0
119.3125,2.16596034882726,120.875,2.16596034882726,1,0
120.875,2.16596034882726,120.875,1.68605501901708,1,0
120.875,1.68605501901708,120,1.68605501901708,1,0
120,1.68605501901708,120,0,1,0
120.875,1.68605501901708,121.75,1.68605501901708,1,0
121.75,1.68605501901708,121.75,1.37409671733536,1,0
121.75,1.37409671733536,121,1.37409671733536,1,0
121,1.37409671733536,121,0,1,0
121.75,1.37409671733536,122.5,1.37409671733536,1,0
122.5,1.37409671733536,122.5,0.862279208595856,1,0
122.5,0.862279208595856,122,0.862279208595856,1,0
122,0.862279208595856,122,0,1,0
122.5,0.862279208595856,123,0.862279208595856,1,0
123,0.862279208595856,123,0,1,0
121.65625,2.91615133096627,127.5,2.91615133096627,1,0
127.5,2.91615133096627,127.5,2.66562189120972,1,0
127.5,2.66562189120972,125.5,2.66562189120972,1,0
125.5,2.66562189120972,125.5,1.4719011120756,1,0
125.5,1.4719011120756,124.5,1.4719011120756,1,0
124.5,1.4719011120756,124.5,0.743263488615863,1,0
124.5,0.743263488615863,124,0.743263488615863,1,0
124,0.743263488615863,124,0,1,0
124.5,0.743263488615863,125,0.743263488615863,1,0
125,0.743263488615863,125,0,1,0
125.5,1.4719011120756,126.5,1.4719011120756,1,0
126.5,1.4719011120756,126.5,0.90639847877474,1,0
126.5,0.90639847877474,126,0.90639847877474,1,0
126,0.90639847877474,126,0,1,0
126.5,0.90639847877474,127,0.90639847877474,1,0
127,0.90639847877474,127,0,1,0
127.5,2.66562189120972,129.5,2.66562189120972,1,0
129.5,2.66562189120972,129.5,1.78999436333315,1,0
129.5,1.78999436333315,128.5,1.78999436333315,1,0
128.5,1.78999436333315,128.5,0.977704424186268,1,0
128.5,0.977704424186268,128,0.977704424186268,1,0
128,0.977704424186268,128,0,1,0
128.5,0.977704424186268,129,0.977704424186268,1,0
129,0.977704424186268,129,0,1,0
129.5,1.78999436333315,130.5,1.78999436333315,1,0
130.5,1.78999436333315,130.5,1.32492679851445,1,0
130.5,1.32492679851445,130,1.32492679851445,1,0
130,1.32492679851445,130,0,1,0
130.5,1.32492679851445,131,1.32492679851445,1,0
131,1.32492679851445,131,0,1,0
129.7890625,3.80616741424142,137.921875,3.80616741424142,1,0
137.921875,3.80616741424142,137.921875,3.00202447406646,1,0
137.921875,3.00202447406646,134.0625,3.00202447406646,1,0
134.0625,3.00202447406646,134.0625,2.35181359832194,1,0
134.0625,2.35181359832194,132.5,2.35181359832194,1,0
132.5,2.35181359832194,132.5,1.23063815095053,1,0
132.5,1.23063815095053,132,1.23063815095053,1,0
132,1.23063815095053,132,0,1,0
132.5,1.23063815095053,133,1.23063815095053,1,0
133,1.23063815095053,133,0,1,0
134.0625,2.35181359832194,135.625,2.35181359832194,1,0
135.625,2.35181359832194,135.625,1.54721851546925,1,0
135.625,1.54721851546925,134.5,1.54721851546925,1,0
134.5,1.54721851546925,134.5,0.664490294820444,1,0
134.5,0.664490294820444,134,0.664490294820444,1,0
134,0.664490294820444,134,0,1,0
134.5,0.664490294820444,135,0.664490294820444,1,0
135,0.664490294820444,135,0,1,0
135.625,1.54721851546925,136.75,1.54721851546925,1,0
136.75,1.54721851546925,136.75,1.35613067653583,1,0
