"cluster","count","krate","bbrate","barrels","solids","flares","under","topped","weak"
1,219,0.189135467488584,0.0720472355022831,0.0429762516027397,0.0479438932374429,0.253840472324201,0.229051943557078,0.363719894881279,0.0316714554657534
2,231,0.247000030285714,0.0940269193766234,0.0913809485454545,0.0673502978961039,0.233653165502165,0.259850653367965,0.296350452809524,0.0303118049480519
